age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,education_encoded
21,Private,250051,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K,16
21,Private,206681,Some-college,10.0,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K,16
23,Private,169104,Assoc-acdm,12.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,16,Philippines,<=50K,8
71,Private,217971,9th,5.0,Widowed,Sales,Unmarried,White,Female,13,United-States,<=50K,7
47,Private,105273,Bachelors,13.0,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,10
20,Private,171156,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,16
63,Self-emp-not-inc,391121,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,6
30,Private,284826,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,12
31,Private,197672,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
28,Private,197484,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,12
40,Federal-gov,298635,Masters,14.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K,13
24,Private,59792,Masters,14.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K,13
22,Private,171538,HS-grad,9.0,Divorced,Other-service,Own-child,White,Female,35,United-States,<=50K,12
18,Private,396270,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,25,United-States,<=50K,12
26,Private,122920,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,56,United-States,<=50K,12
38,Private,202937,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,8
56,State-gov,83696,Bachelors,13.0,Separated,Prof-specialty,Not-in-family,White,Female,38,United-States,<=50K,10
23,Private,237720,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,38,United-States,<=50K,10
27,Private,161155,10th,6.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,1
90,Private,51744,Masters,14.0,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,>50K,13
60,Private,63296,Masters,14.0,Divorced,Prof-specialty,Other-relative,Black,Male,40,United-States,<=50K,13
29,Private,394927,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,1
30,Private,215441,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Other,Male,40,United-States,<=50K,16
25,Private,269015,HS-grad,9.0,Never-married,Other-service,Other-relative,Black,Female,40,United-States,<=50K,12
42,Private,142424,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,9
19,Private,285263,HS-grad,10.06420796100731,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,12
49,Federal-gov,195437,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,United-States,>50K,8
34,Private,386877,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,12
41,Private,115562,HS-grad,9.0,Divorced,Protective-serv,Own-child,White,Male,40,United-States,<=50K,12
40,Private,220460,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,40,Canada,<=50K,12
48,Private,320421,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,12
42,Private,182302,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,12
53,Private,72257,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,16
42,Federal-gov,460214,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,16
56,Self-emp-inc,35723,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,6
90,Private,87285,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,24,United-States,<=50K,12
29,Self-emp-not-inc,128516,Assoc-acdm,12.0,Widowed,Sales,Unmarried,White,Female,40,United-States,>50K,8
27,Private,166210,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,12
53,Private,55861,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
23,Local-gov,219122,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,16
48,Private,216734,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,16
44,Private,224658,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,12
35,Private,174571,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,12
31,Private,53042,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Trinadad&Tobago,<=50K,16
32,Private,100904,Some-college,10.0,Separated,Other-service,Unmarried,Other,Female,70,United-States,<=50K,16
59,State-gov,192258,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,11
53,Private,164198,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,>50K,12
31,Private,213750,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,16
36,Local-gov,122353,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,68,United-States,<=50K,16
50,Local-gov,117496,Bachelors,10.06420796100731,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K,10
47,Private,213304,5th-6th,3.0,Separated,Other-service,Unmarried,White,Female,40,El-Salvador,<=50K,5
47,State-gov,80282,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,11
36,Private,355468,10th,6.0,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K,1
42,Self-emp-not-inc,24763,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,11
54,State-gov,55861,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,White,Male,39,United-States,<=50K,8
39,Private,165799,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,12
43,Federal-gov,190020,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,15
23,Private,196508,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,24,United-States,<=50K,16
47,Local-gov,204698,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,13
24,Private,183772,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,12
17,Private,27415,11th,7.0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,20,United-States,<=50K,2
55,Private,92215,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K,12
19,Private,278304,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,16
39,Private,132879,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,<=50K,11
45,Private,148549,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,56,United-States,>50K,16
47,Federal-gov,124974,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,16
31,Private,49469,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,15
36,Private,116138,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Cambodia,<=50K,12
33,Private,87605,HS-grad,10.06420796100731,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,12
28,Private,197905,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,12
20,Private,38455,10th,6.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,1
25,Private,121712,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,10
21,Private,228649,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,16
26,Private,383306,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,3
29,Private,125976,HS-grad,9.0,Separated,Sales,Unmarried,White,Female,35,United-States,<=50K,12
19,Private,197861,12th,8.0,Never-married,Craft-repair,Own-child,White,Male,15,United-States,<=50K,3
36,State-gov,291676,9th,5.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,7
19,Private,231962,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,40,United-States,<=50K,12
19,Local-gov,268722,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,20,United-States,<=50K,16
39,Private,154897,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,Female,50,United-States,<=50K,12
31,Private,305619,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,16
25,Private,290528,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
31,Private,227886,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K,16
62,Private,44013,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
31,Private,259531,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,9
47,Private,431515,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,9
40,Federal-gov,178866,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K,12
39,Self-emp-not-inc,174330,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,16
40,Private,309990,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,60,United-States,>50K,12
34,Federal-gov,207284,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,3
46,Private,192768,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,12
60,Federal-gov,27466,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,Female,40,England,<=50K,16
38,Private,104094,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15,United-States,<=50K,16
23,Private,201680,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,3
38,State-gov,142022,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,12
17,Private,25982,12th,8.0,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,3
44,Private,112494,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,16
46,Private,200569,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,12
47,Private,247379,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,12
30,Federal-gov,340899,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,10
35,Private,332588,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,30,United-States,<=50K,12
34,Local-gov,230420,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,10
45,State-gov,142167,Masters,14.0,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,13
37,Private,66686,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,12
24,Private,324469,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,38,United-States,<=50K,16
61,Self-emp-inc,84409,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,12
26,Private,104834,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,13
47,Self-emp-inc,362835,Bachelors,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,10
34,State-gov,318982,Masters,14.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,13
35,Private,138441,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,United-States,<=50K,12
30,Private,110239,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,1
47,Self-emp-not-inc,159726,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
17,Private,138507,10th,6.0,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,<=50K,1
31,Local-gov,47276,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,38,United-States,>50K,10
27,Private,160178,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,16
45,Private,169180,Some-college,10.0,Widowed,Other-service,Unmarried,White,Female,45,United-States,<=50K,16
26,Private,252565,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,1
51,Private,201062,HS-grad,9.0,Married-civ-spouse,Other-service,Other-relative,Black,Female,40,Jamaica,<=50K,12
25,Private,108658,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,12
43,Self-emp-inc,83348,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,12
31,Local-gov,128016,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,10
46,Private,73541,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1
55,Self-emp-inc,183869,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,15
37,Private,215419,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,<=50K,8
21,Local-gov,129050,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,16
57,Private,104455,Some-college,10.0,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,90,United-States,<=50K,16
21,Private,228960,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Female,20,United-States,<=50K,16
17,Private,23856,11th,7.0,Never-married,Exec-managerial,Own-child,White,Female,20,United-States,<=50K,2
49,Private,137192,Bachelors,13.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,South,>50K,10
33,State-gov,156015,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,10
28,Private,328518,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,10
40,Private,116218,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,16
67,State-gov,261203,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K,6
38,Private,171150,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,8
41,Local-gov,129793,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,12
36,Private,166549,Some-college,10.06420796100731,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,16
24,Private,44493,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K,9
45,Private,28359,HS-grad,9.0,Separated,Craft-repair,Unmarried,White,Female,10,United-States,<=50K,12
19,Private,165505,Some-college,10.0,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,16
26,Private,282304,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,16
18,Private,395026,11th,7.0,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K,2
31,Local-gov,32593,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,10
44,Private,174325,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,16
21,State-gov,184678,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K,16
51,Private,311350,Bachelors,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,10
59,Private,160631,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,10
27,Private,267912,10th,6.0,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Mexico,<=50K,1
23,State-gov,112137,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Other,Female,40,Canada,<=50K,10
62,Private,195543,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,>50K,10
45,Private,162187,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,>50K,10
30,Private,203488,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,50,United-States,<=50K,12
52,Private,178983,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,2
53,Private,77927,5th-6th,3.0,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,50,Philippines,<=50K,5
29,Private,166210,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K,12
62,Private,103575,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
31,Federal-gov,103651,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,12
25,Federal-gov,207342,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,16
43,Federal-gov,175669,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,16
43,Private,173321,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,12
22,Private,239806,Assoc-voc,11.0,Never-married,Other-service,Other-relative,White,Female,40,Mexico,<=50K,9
36,Private,126675,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,10
23,Private,182117,Assoc-acdm,12.0,Never-married,Other-service,Own-child,White,Male,60,United-States,<=50K,8
31,Private,137978,Bachelors,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,10
42,Private,111483,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,>50K,13
